Company,"PNP ID","Approved On Date"
"Semtech Corporation",STH,2001-11-30
"SendTek Corporation",SET,1999-11-08
"Senseboard Technologies AB",SBT,2002-09-03
Sencore,SEN,1997-05-23
"Sentelic Corporation",STU,2012-07-27
"SEOS Ltd",SEO,2003-02-20
"Sentronic International Corp.",SNC,2000-10-23
"SEP Eletronica Ltda.",SEP,2001-05-07
"Sequent Computer Systems Inc",SQT,1996-11-29
"Session Control LLC",SES,2010-09-03
Setred,SRD,2006-09-05
"SEVIT Co., Ltd.",SVT,2002-06-25
SGEG,SVA,2000-02-21
"Seyeon Tech Company Ltd",SYT,1997-12-02
"SGS Thomson Microelectronics",STM,1997-11-11
"Shadow Systems",OYO,1996-11-29
"Shanghai Bell Telephone Equip Mfg Co",SBC,1998-04-30
"Shanghai Guowei Science and Technology Co., Ltd.",SGW,2011-01-28
"SHANGHAI SVA-DAV ELECTRONICS CO., LTD",XQU,2003-07-24
"Sharedware Ltd",SWL,1998-08-11
"Shark Multimedia Inc",SMM,1996-11-29
"SharkTec A/S",DFK,2006-02-14
"Sharp Corporation",SHP,1996-11-29
"SHARP TAKAYA ELECTRONIC INDUSTRY CO.,LTD.",SXT,2010-06-24
"Shenzhen ChuangZhiCheng Technology Co., Ltd.",CZC,2013-10-23
"Shenzhen Inet Mobile Internet Technology Co., LTD",IXN,2014-11-04
"Shenzhen MTC Co., Ltd",SZM,2013-08-09
"Shenzhen Ramos Digital Technology Co., Ltd",RMS,2014-10-29
"Shenzhen South-Top Computer Co., Ltd.",SSL,2013-12-06
"Shenzhen three Connaught Information Technology Co., Ltd. (3nod Group)",AZH,2013-09-17
"Shenzhen Zhuona Technology Co., Ltd.",XYE,2013-10-01
"Shenzhen ZhuoYi HengTong Computer Technology Limited",HTR,2013-12-13
"Shenzhen Zowee Technology Co., LTD",ZWE,2015-05-26
"Sherwood Digital Electronics Corporation",SDE,1996-11-29
"ShibaSoku Co., Ltd.",SHC,2005-05-26
"Shin Ho Tech",SHT,1996-11-29
"Shlumberger Ltd",SLB,1996-11-29
"Shuttle Tech",SAT,1996-11-29
"Sichuan Changhong Electric CO, LTD.",CHG,2003-02-26
"Sichuang Changhong Corporation",CHO,2001-11-30
Siemens,SIE,1996-11-29
"Siemens AG",SDT,2006-02-14
"SIEMENS AG",SIA,2001-03-15
"Siemens Microdesign GmbH",SNI,1996-11-29
"Siemens Nixdorf Info Systems",SNP,1996-11-29
"Sierra Semiconductor Inc",SSC,1996-11-29
"Sierra Wireless Inc.",SWI,2003-07-10
"Sigma Designs Inc",SIG,1996-11-29
"Sigma Designs, Inc.",SGD,2006-02-14
"Sigmacom Co., Ltd.",SCL,2002-04-25
"SigmaTel Inc",STL,1997-03-03
Signet,DXS,2000-10-23
"SII Ido-Tsushin Inc",STE,1997-04-03
"Silcom Manufacturing Tech Inc",SMT,1996-11-29
"Silex technology, Inc.",SXD,2009-03-12
"Silicom Multimedia Systems Inc",SMS,1996-12-04
"Silicon Graphics Inc",SGX,1996-11-29
"Silicon Image, Inc.",SII,2000-01-13
"Silicon Integrated Systems Corporation",SIS,1996-11-29
"Silicon Laboratories, Inc",SIL,1998-07-16
"Silicon Library Inc.",SLH,2008-11-01
"Silicon Optix Corporation",SOI,2005-07-28
"Silitek Corporation",SLK,1997-07-16
"SIM2 Multimedia S.P.A.",SPU,2002-09-05
"Simple Computing",SMP,1996-11-29
"Simplex Time Recorder Co.",SPX,2001-03-15
"Singular Technology Co., Ltd.",SIN,1999-11-08
"SINOSUN TECHNOLOGY CO., LTD",SNO,2005-06-27
"Sirius Technologies Pty Ltd",SIR,1998-03-13
"sisel muhendislik",FUN,2002-04-25
"SITECSYSTEM CO., LTD.",STS,2005-03-16
Sitintel,SIT,1996-11-29
"SKYDATA S.P.A.",SKY,1997-09-19
"Smart Card Technology",SCT,2000-08-10
"SMART Modular Technologies",SMA,1997-04-04
"Smart Silicon Systems Pty Ltd",SPL,2000-08-10
"Smart Tech Inc",STI,1996-11-29
"SMART Technologies Inc.",SBI,2007-06-14
"SMK CORPORATION",SMK,2000-02-21
"Snell & Wilcox",SNW,2002-04-25
"SOBO VISION",MVM,2007-06-14
"Socionext Inc.",SCX,2015-05-14
"Sodeman Lancom Inc",LAN,1996-11-29
"SODIFF E&T CO., Ltd.",SDF,2007-06-01
"Soft & Hardware development Goldammer GmbH",SHG,1996-11-29
"Softbed - Consulting & Development Ltd",SBD,1997-12-23
"Software Café",SWC,1996-11-29
"Software Technologies Group,Inc.",SWT,2008-11-29
"Solitron Technologies Inc",SOL,1996-11-29
"Solomon Technology Corporation",SLM,1998-01-16
SolutionInside,SXL,2001-05-08
"SOMELEC Z.I. Du Vert Galanta",ONX,1996-11-29
Sonitronix,HON,2011-02-03
"Sonix Comm. Ltd",SNX,1996-11-29
Sony,SNY,1996-11-29
Sony,SON,1996-11-29
"Sony Ericsson Mobile Communications Inc.",SER,2004-04-16
"SORCUS Computer GmbH",SCO,2000-01-13
"Sorcus Computer GmbH",SOR,1996-11-29
"SORD Computer Corporation",SCC,1996-11-29
"Sotec Company Ltd",SOT,1997-05-21
"South Mountain Technologies, LTD",FRS,2006-02-14
"SOYO Group, Inc",SOY,2006-12-18
"SPACE-I Co., Ltd.",SPI,2005-05-11
"SpaceLabs Medical Inc",SMI,1996-11-29
"SPEA Software AG",SPE,1996-11-29
SpeakerCraft,SPK,2010-04-20
Specialix,SLX,1996-11-29
"Spectragraphics Corporation",SGC,1996-11-29
"Spectrum Signal Proecessing Inc",SSP,1996-11-29
"SR-Systems e.K.",SRS,2012-11-19
"S-S Technology Inc",SSI,1996-11-29
"ST Electronics Systems Assembly Pte Ltd",STA,1998-12-28
"STAC Electronics",STC,1996-11-29
"Standard Microsystems Corporation",SMC,1996-11-29
"Star Paging Telecom Tech (Shenzhen) Co. Ltd.",STT,1998-09-23
"Starflight Electronics",STF,1997-05-23
"Stargate Technology",SGT,1996-11-29
StarLeaf,SLF,2010-11-01
"Starlight Networks Inc",STR,1996-11-29
"Starwin Inc.",STW,2001-04-24
Static,SWS,1999-05-16
"STB Systems Inc",STB,1996-11-29
"STD Computer Inc",STD,1996-11-29
"StereoGraphics Corp.",STG,2001-10-02
ST-Ericsson,STX,2011-12-09
STMicroelectronics,SMO,2007-06-14
"Stollmann E+V GmbH",STO,1997-03-27
"Stores Automated Systems Inc",SAS,1997-03-19
"Storm Technology",EZP,1996-10-17
"StreamPlay Ltd",STP,2009-02-04
"Stryker Communications",SYK,2005-10-10
"Subspace Comm. Inc",SUB,1996-11-29
"Sumitomo Metal Industries, Ltd.",SML,1999-09-13
"Summagraphics Corporation",SUM,1996-11-29
"Sun Corporation",SCE,1996-11-29
"Sun Electronics Corporation",SUN,1996-11-29
"Sun Microsystems",SVI,2003-01-13
"SUNNY ELEKTRONIK",SNN,2014-11-14
"SunRiver Data System",SDS,1996-11-29
"Super Gate Technology Company Ltd",SGL,1997-12-30
"SuperNet Inc",SNT,1998-04-23
"Supra Corporation",SUP,1996-11-29
"Surenam Computer Corporation",SUR,1996-11-29
"Surf Communication Solutions Ltd",SRF,1998-03-23
"SVD Computer",SVD,1998-04-14
SVSI,SVS,2008-08-09
"SY Electronics Ltd",SYE,2010-09-20
"Sylvania Computer Products",SYL,1998-06-12
"Symbios Logic Inc",SLI,1996-11-29
"Symbol Technologies",ISA,1997-06-02
"Symicron Computer Communications Ltd.",SYM,1996-11-29
"Synaptics Inc",SYN,1996-11-29
"Synopsys Inc",SPS,1996-11-29
Syntax-Brillian,SXB,2006-05-08
"SYPRO Co Ltd",SYP,1998-11-27
"Sysgration Ltd",SYS,1997-04-28
"Syslogic Datentechnik AG",SLC,1999-01-20
"Sysmate Company",SME,1997-09-02
"Sysmate Corporation",SIC,1997-05-05
Sysmic,SYC,1996-11-29
"Systec Computer GmbH",SGZ,1997-10-02
"System Craft",SCI,1996-11-29
"system elektronik GmbH",SEB,2000-04-19
"Systeme Lauer GmbH&Co KG",SLA,1999-03-20
"Systems Enhancement",UPS,1996-11-29
"SystemSoft Corporation",SST,1996-11-29
"Systran Corporation",SCR,1996-11-29
"SYVAX Inc",SYV,1996-11-29
"T+A elektroakustik GmbH",TUA,2011-01-05
"Taicom Data Systems Co., Ltd.",TCD,2001-10-08
"Taicom International Inc",TMR,1996-11-29
"Taiko Electric Works.LTD",TKC,2001-03-15
"Taiwan Video & Monitor Corporation",TVM,1996-11-29
"Takahata Electronics Co.,Ltd.",KTD,2009-07-22
"Tamura Seisakusyo Ltd",TAM,1997-07-17
Tandberg,TAA,2003-10-21
"Tandberg Data Display AS",TDD,1996-11-29
"Tandem Computer Europe Inc",TDM,1996-11-29
"Tandon Corporation",TCC,1996-11-29
"Tandy Electronics",TDY,1996-11-29
"Taskit Rechnertechnik GmbH",TAS,1997-12-15
"Tatung Company of America Inc",TCS,1996-11-29
"Tatung UK Ltd",VIB,1999-07-16
"Taugagreining hf",NRV,1996-11-29
"Taxan (Europe) Ltd",TAX,1997-03-13
"TDK USA Corporation",PMD,1996-11-29
TDT,TDT,1996-11-29
"TDVision Systems, Inc.",TDV,2008-01-18
"TEAC System Corporation",TEA,1996-11-29
"TEC CORPORATION",CET,1998-07-16
"TEAC America Inc",TCJ,1996-11-29
"Tech Source Inc.",TEZ,2013-08-14
"Techmedia Computer Systems Corporation",TMC,1998-02-10
"Technical Concepts Ltd",TCL,1996-11-29
"Technical Illusions Inc.",TIL,2014-02-14
"TechniSat Digital GmbH",TSD,2005-07-14
"Technology Nexus Secure Open Systems AB",NXS,1998-05-08
"Technology Power Enterprises Inc",TPE,1996-11-29
"TechnoTrend Systemtechnik GmbH",TTS,1996-11-29
"Tecmar Inc",TEC,1996-11-29
"Tecnetics (PTY) Ltd",TCN,1996-11-29
"TECNIMAGEN SA",TNM,2005-05-02
Tecnovision,TVD,2006-03-13
"Tectona SoftSolutions (P) Ltd.,",RXT,2004-06-02
"Teknor Microsystem Inc",TKN,1996-11-29
"Tekram Technology Company Ltd",TRM,1996-11-29
"Tektronix Inc",TEK,1999-05-16
"TEKWorx Limited",TWX,2009-12-24
"Telecom Technology Centre Co. Ltd.",TCT,1999-07-16
"Telecommunications Techniques Corporation",TTC,1996-11-29
"Teleforce.,co,ltd",TLF,2012-11-19
"Teleliaison Inc",TAT,1997-04-29
"Telelink AG",TLK,1998-09-01
"Teleprocessing Systeme GmbH",TPS,1997-01-24
"Teles AG",TAG,1996-11-29
"Teleste Educational OY",TLS,1996-11-29
"TeleVideo Systems",TSI,1996-11-29
"Telia ProSoft AB",PFT,1999-09-13
Telindus,TLD,1996-11-29
"Telxon Corporation",TLX,1996-11-29
"Tennyson Tech Pty Ltd",TNY,1996-11-29
Teradici,TDC,2007-10-11
"TerraTec Electronic GmbH",TER,1997-03-21
"Texas Insturments",TXN,1996-11-29
"Texas Microsystem",TMI,1996-11-29
"Textron Defense System",TXT,1996-11-29
"The Concept Keyboard Company Ltd",CKC,1997-06-02
"The Linux Foundation",LNX,2014-04-04
"The Moving Pixel Company",PXL,2003-11-24
"The NTI Group",ITN,1996-11-29
"The OPEN Group",TOG,1999-09-13
"The Panda Project",PAN,1996-11-29
"The Phoenix Research Group Inc",PRG,1997-09-19
"The Software Group Ltd",TSG,1996-11-29
"Thermotrex Corporation",TMX,1996-11-29
Thinklogical,TLL,2015-06-01
"Thomas-Conrad Corporation",TCO,1996-11-29
"Thomson Consumer Electronics",TCR,1998-08-20
"Thruput Ltd",TPT,2010-06-16
"Thundercom Holdings Sdn. Bhd.",THN,1997-03-21
"Tidewater Association",TWA,1996-11-29
"Time Management, Inc.",TMM,1999-03-20
"TimeKeeping Systems, Inc.",TKS,1998-08-31
"Times (Shanghai) Computer Co., Ltd.",TPD,2013-12-12
"TIPTEL AG",TIP,1998-02-24
"Tixi.Com GmbH",TIX,1998-10-16
"T-Metrics Inc.",TMT,2000-02-21
"TNC Industrial Company Ltd",TNC,1998-02-27
"Todos Data System AB",TAB,1997-08-20
"TOEI Electronics Co., Ltd.",TOE,2001-10-02
TONNA,TON,2012-03-14
"Top Victory Electronics ( Fujian ) Company Ltd",TPV,1999-05-16
"TOPRE CORPORATION",TPK,2009-02-13
"Topro Technology Inc",TPR,1998-05-08
"Topson Technology Co., Ltd.",TTA,1998-09-23
"TORNADO Company",SFM,1997-04-15
"Torus Systems Ltd",TGS,1996-11-29
"Torus Systems Ltd",TRS,1996-11-29
"Toshiba America Info Systems Inc",TAI,1996-11-29
"Toshiba America Info Systems Inc",TSB,1996-11-29
"Dynabook Inc.",TOS,1996-11-29
"Toshiba Corporation",TTP,2015-07-07
"Toshiba Global Commerce Solutions, Inc.",TGC,2012-06-26
"Toshiba Matsushita Display Technology Co., Ltd",LCD,2000-05-24
"TOSHIBA PERSONAL COMPUTER SYSTEM CORPRATION",PCS,2010-06-22
"TOSHIBA TELI CORPORATION",TLI,2008-01-18
"Totoku Electric Company Ltd",TTK,1996-11-29
"Tottori Sanyo Electric",TSE,1996-11-29
"Tottori SANYO Electric Co., Ltd.",TSL,2001-11-06
"Touch Panel Systems Corporation",TPC,1997-09-02
"TouchKo, Inc.",TKO,2006-01-12
"Touchstone Technology",TOU,2001-05-07
TouchSystems,TSY,2008-01-18
"TOWITOKO electronics GmbH",TWK,1998-04-14
"Transtex SA",CSB,2001-03-15
"Transtream Inc",TST,1997-04-29
TRANSVIDEO,TSV,2010-05-04
Tremetrics,TRE,1997-04-24
"Tremon Enterprises Company Ltd",RDM,1996-11-29
"Trenton Terminals Inc",TTI,1996-11-29
"Trex Enterprises",TRX,2000-02-21
"Tribe Computer Works Inc",OZO,1996-11-29
"Tricord Systems",TRI,1996-11-29
"Tri-Data Systems Inc",TDS,1996-11-29
"TRIDELITY Display Solutions GmbH",TTY,2010-07-19
"Trident Microsystem Inc",TRD,1996-11-29
"Trident Microsystems Ltd",TMS,2002-07-15
"TriGem Computer Inc",TGI,1996-11-29
"TriGem Computer,Inc.",TGM,2001-07-05
"Trigem KinfoComm",TIC,2003-02-26
"Trioc AB",TRC,2000-01-13
"Triple S Engineering Inc",TBB,1997-09-26
"Tritec Electronic AG",TRT,2012-01-11
"TriTech Microelectronics International",TRA,1997-01-24
"Triumph Board a.s.",TRB,2013-09-27
"Trivisio Prototyping GmbH",TRV,2011-11-18
"Trixel Ltd",TXL,2000-08-10
"Trtheim Technology",MKV,1997-03-17
Truevision,TVI,1996-11-29
"TTE, Inc.",TTE,2005-01-18
"Tulip Computers Int'l B.V.",TCI,1996-11-29
"Turbo Communication, Inc",TBC,1998-09-01
"Turtle Beach System",TBS,1996-11-29
"Tut Systems",TUT,1997-08-19
"TV Interactive Corporation",TVR,1996-11-29
"TV One Ltd",TVO,2008-09-02
"TV1 GmbH",TVV,2012-02-06
"TVS Electronics Limited",TVS,2008-05-20
"Twinhead International Corporation",TWH,1996-11-29
"Tyan Computer Corporation",TYN,1996-11-29
"U. S. Electronics Inc.",USE,2013-10-28
"U.S. Naval Research Lab",NRL,1996-11-29
"U.S. Navy",TSP,2002-10-17
"U.S. Digital Corporation",USD,1996-11-29
"U.S. Robotics Inc",USR,1996-11-29
"Ubinetics Ltd.",UBL,2002-05-23
"Ueda Japan Radio Co., Ltd.",UJR,2003-07-09
"UFO Systems Inc",UFO,1996-11-29
"Ultima Associates Pte Ltd",UAS,1997-01-02
"Ultima Electronics Corporation",UEC,1998-09-01
"Ultra Network Tech",ULT,1996-11-29
"Umezawa Giken Co.,Ltd",UMG,2008-04-10
"Ungermann-Bass Inc",UBI,1996-11-29
Unicate,UNY,1998-07-21
"Uniden Corporation",UDN,2004-10-18
"Uniform Industrial Corporation",UIC,1996-11-29
"Uniform Industry Corp.",UNI,2001-11-06
UNIGRAF-USA,UFG,2008-10-09
"Unisys Corporation",UNB,1996-11-29
"Unisys Corporation",UNC,1996-11-29
"Unisys Corporation",UNM,1996-11-29
"Unisys Corporation",UNO,1996-11-29
"Unisys Corporation",UNS,1996-11-29
"Unisys Corporation",UNT,1996-11-29
"Unisys DSD",UNA,1996-11-29
"Uni-Take Int'l Inc.",WKH,2002-06-17
"United Microelectr Corporation",UMC,1996-11-29
Unitop,UNP,2001-11-06
"Universal Electronics Inc",UEI,1997-08-20
"Universal Empowering Technologies",UET,1997-09-26
"Universal Multimedia",UMM,2001-10-08
"Universal Scientific Industrial Co., Ltd.",USI,2003-11-04
"University College",JGD,1996-11-29
"Uniwill Computer Corp.",UWC,2004-04-16
"Up to Date Tech",UTD,1996-11-29
UPPI,UPP,1998-04-14
"Ups Manufactoring s.r.l.",RUP,2001-03-15
"USC Information Sciences Institute",ASD,1997-04-08
"Utimaco Safeware AG",USA,1998-05-04
"Vaddio, LLC",VAD,2012-11-30
Vadem,VDM,1996-11-29
"VAIO Corporation",VAI,2014-04-18
"Valence Computing Corporation",VAL,1996-11-29
"Valley Board Ltda",VBT,2001-03-15
"ValleyBoard Ltda.",VLB,1998-04-05
"Valve Corporation",VLV,2013-03-06
"VanErum Group",ITI,2013-10-01
"Varian Australia Pty Ltd",VAR,2000-04-19
"VATIV Technologies",VTV,2006-04-12
"VBrick Systems Inc.",VBR,2009-08-19
VCONEX,VCX,2005-06-15
"VDC Display Systems",VDC,2009-04-29
"Vector Informatik GmbH",VEC,1997-09-10
"Vector Magnetics, LLC",VCM,2006-04-12
Vektrex,VEK,1996-12-13
"VeriFone Inc",VFI,1998-05-29
"Vermont Microsystems",VMI,1996-11-29
"Vestax Corporation",VTX,2012-02-14
"Vestel Elektronik Sanayi ve Ticaret A. S.",VES,1997-09-19
"Via Mons Ltd.",VIM,2012-08-29
"VIA Tech Inc",VIA,1996-11-29
"Victor Company of Japan, Limited",VCJ,2009-02-06
"Victor Data Systems",VDA,2000-05-24
"Victron B.V.",VIC,1996-11-29
"Video & Display Oriented Corporation",VDO,1996-11-29
"Video Computer S.p.A.",URD,1998-02-24
"Video International Inc.",JWD,2000-02-21
"Video Products Inc",VPI,2010-05-04
"VideoLan Technologies",VLT,1997-10-17
VideoServer,VSI,1997-06-25
"Videotechnik Breithaupt",VTB,2013-07-23
"VIDEOTRON CORP.",VTN,2010-05-04
"Vidisys GmbH & Company",VDS,1996-11-29
"Viditec, Inc.",VDT,1999-11-08
"ViewSonic Corporation",VSC,1996-11-29
"Viewteck Co., Ltd.",VTK,2001-10-08
"Viking Connectors",VIK,1996-11-29
"Vinca Corporation",VNC,1996-11-29
"Vinci Labs",NHT,2006-03-03
"Vine Micros Limited",VML,2004-06-16
"Vine Micros Ltd",VIN,2000-04-19
"Virtual Computer Corporation",VCC,1996-11-29
"Virtual Resources Corporation",VRC,1996-11-29
"Vision Quest",VQ@,2009-10-26
"Vision Systems GmbH",VSP,1996-11-29
Visioneer,VIS,1996-11-29
"Visitech AS",VIT,2006-09-05
"Vislink International Ltd",VLK,2012-08-27
"VistaCom Inc",VCI,1996-11-29
"Visual Interface, Inc",VIR,1998-11-27
"Vivid Technology Pte Ltd",VTL,1996-11-29
"VIZIO, Inc",VIZ,2012-06-06
"VLSI Tech Inc",VTI,1996-11-29
"VMware Inc.,",VMW,2011-10-18
"Voice Technologies Group Inc",VTG,1997-04-24
"Vortex Computersysteme GmbH",GDT,1996-11-29
"VPixx Technologies Inc.",VPX,2013-12-05
"VRmagic Holding AG",VRM,2013-04-12
"V-Star Electronics Inc.",VSR,2000-02-21
"VTech Computers Ltd",VTS,1996-11-29
"VTel Corporation",VTC,1996-11-29
"Vutrix (UK) Ltd",VUT,2003-07-22
"Vweb Corp.",VWB,2004-03-12
"Wacom Tech",WAC,1996-11-29
"Wallis Hamilton Industries",JPW,1999-07-16
"Wanlida Group Co., Ltd.",MLT,2014-04-24
"Wave Access",WAL,1996-12-13
"Wave Systems",AWS,1996-11-29
"Wave Systems Corporation",WVM,1997-12-05
Wavephore,WAV,1996-11-29
"Way2Call Communications",SEL,1997-03-20
"WB Systemtechnik GmbH",WBS,1997-09-08
W-DEV,WEL ,2010-11-01
"Wearnes Peripherals International (Pte) Ltd",WPI,1998-03-31
"Wearnes Thakral Pte",WTK,1996-11-29
"WebGear Inc",WEB,1998-01-30
"Westermo Teleindustri AB",WMO,2000-01-13
"Western Digital",WDC,1996-11-29
"Westinghouse Digital Electronics",WDE,2003-05-23
"WEY Design AG",WEY,2004-10-18
"Whistle Communications",WHI,1998-10-24
"Wildfire Communications Inc",WLD,1997-02-13
"WillNet Inc.",WNI,2000-04-19
"Winbond Electronics Corporation",WEC,1996-11-29
"Diebold Nixdorf Systems GmbH",WNX,2004-09-20
"Winmate Communication Inc",WMT,2001-03-15
"Winnov L.P.",WNV,1997-03-07
"WiNRADiO Communications",WRC,1997-09-11
"Wintop Technology Inc",WIN,1996-12-29
"Wipotec Wiege- und Positioniersysteme GmbH",WWP,2014-04-08
"WIPRO Information Technology Ltd",WIL,1996-11-29
"Wipro Infotech",WIP,2004-01-09
"Wireless And Smart Products Inc.",WSP,1999-03-20
"Wisecom Inc",WCI,1996-11-29
"Wistron Corporation",WST,2010-09-03
"Wolfson Microelectronics Ltd",WML,1997-07-30
"WolfVision GmbH",WVV,2012-09-18
"Woodwind Communications Systems Inc",WCS,1996-11-29
"Wooyoung Image & Information Co.,Ltd.",WYT,2008-01-18
"WorkStation Tech",WTI,1996-11-29
"World Wide Video, Inc.",WWV,1998-10-24
"Woxter Technology Co. Ltd",WXT,2010-09-03
"X-10 (USA) Inc",XTN,1997-02-24
"X2E GmbH",XTE,2009-09-23
"XAC Automation Corp",XAC,1999-02-22
"XDM Ltd.",XDM,2010-11-22
"Xedia Corporation",MAD,1996-11-29
"Xilinx, Inc.",XLX,2007-08-01
"Xinex Networks Inc",XIN,1997-02-07
"Xiotech Corporation",XIO,1998-05-29
"Xircom Inc",XRC,1996-11-29
"Xitel Pty ltd",XIT,1996-11-29
"Xirocm Inc",XIR,1996-11-29
"XN Technologies, Inc.",XNT,2003-07-14
XOCECO,UHB,1998-11-27
"XORO ELECTRONICS (CHENGDU) LIMITED",XRO,2005-05-23
"XS Technologies Inc",XST,1998-01-20
"Xscreen AS",XSN,2006-02-14
XSYS,XSY,1998-04-23
"Yamaha Corporation",YMH,1996-11-29
"Xycotec Computer GmbH",XYC,2002-09-03
"Yasuhiko Shirai Melco Inc",BUF,1996-11-29
"Y-E Data Inc",YED,1996-11-29
"Yokogawa Electric Corporation",YHQ,1996-11-29
"Ypoaz Systems Inc",TPZ,1996-11-29
"Z Microsystems",ZMZ,2005-08-10
"Z3 Technology",ZTT,2010-12-14
"Zalman Tech Co., Ltd.",ZMT,2007-05-07
"Zandar Technologies plc",ZAN,2003-12-03
"ZeeVee, Inc.",ZAZ,2008-01-18
"Zebra Technologies International, LLC",ZBR,2003-09-15
"Zefiro Acoustics",ZAX,1996-11-29
"ZeitControl cardsystems GmbH",ZCT,1999-01-20
"ZENIC Inc.",ZEN,2015-04-17
"Zenith Data Systems",ZDS,1996-11-29
"Zenith Data Systems",ZGT,1996-11-29
"Zenith Data Systems",ZSE,1996-11-29
"Zetinet Inc",ZNI,1996-11-29
"Zhejiang Tianle Digital Electric Co., Ltd.",TLE,2014-01-17
"Zhong Shan City Richsound Electronic Industrial Ltd.",RSR,2015-01-27
"Znyx Adv. Systems",ZNX,1996-11-29
"Zoom Telephonics Inc",ZTI,1996-11-29
"Zoran Corporation",ZRN,2005-03-31
"Zowie Intertainment, Inc",ZOW,1999-02-22
"ZT Group Int'l Inc.",ZTM,2007-06-14
"ZTE Corporation",ZTE,2010-09-03
"Zuniq Data Corporation",SIX,1996-11-29
"Zydacron Inc",ZYD,1997-04-10
"ZyDAS Technology Corporation",ZTC,2000-05-24
"Zypcom Inc",ZYP,1997-03-19
"Zytex Computers",ZYT,1996-11-29
"Zytor Communications",HPA,2010-07-02
"Alpha Electronics Company",AEJ,1996-11-29
BOE,BOE,2004-12-02
"Chaplet Systems Inc",FIR,1996-11-29
"Chenming Mold Ind. Corp.",CMG,2003-11-14
"coolux GmbH",COO,2010-09-30
"Data General Corporation",DGC,1996-11-29
Exabyte,EXA,1996-11-29
"Herolab GmbH",HRL,1998-03-17
"Hitachi Computer Products Inc",HCP,1996-11-29
"Integrated Circuit Systems",ICS,1996-11-29
Irdata,IRD,2001-04-24
"Jewell Instruments, LLC",JWL,2001-06-21
"MultiQ Products AB",MQP,1999-03-20
"Ncast Corporation",NAC,2006-02-14
"ODME Inc.",ODM,1998-09-23
Photomatrix,PMX,1996-11-29
"Quantum Solutions, Inc.",QSI,2000-01-13
"Red Hat, Inc.",RHT,2011-02-17
Zyxel,ZYX,1996-11-29
"Carrera Computer Inc",JAZ,1994-01-01
"Chunghwa Picture Tubes, LTD",CGA,1994-01-01
"eMicro Corporation",EMC,1994-01-01
"Hisense Electric Co., Ltd.",HEC,1994-01-01
PanaScope,PNS,1994-01-01
"SpinCore Technologies, Inc",SPC,1994-01-01
"Sensics, Inc.",SVR,2015-08-27
"IAdea Corporation",IAD,2015-09-10
"Express Industrial, Ltd.",ELU,2015-09-10
"Hewlett Packard Enterprise",HPE,2015-09-22
"Klipsch Group, Inc",KGI,2015-09-22
"Tek Gear",TKG,2015-10-16
"HangZhou ZMCHIVIN",ZMC,2015-10-16
"HTC Corportation",HVR,2015-10-16
"Zebax Technologies",ZBX,2015-10-16
"Guangzhou Shirui Electronics Co., Ltd.",SWO,2015-10-16
"Picturall Ltd.",PIC,2015-11-13
"Guangzhou Teclast Information Technology Limited",SKM,2015-11-18
"GreenArrays, Inc.",GAC,2015-11-18
"Thales Avionics",TAV,2015-11-18
"Explorer Inc.",EXR,2015-11-18
"Avegant Corporation",AVG,2015-12-02
"MicroImage Video Systems",MIV,2015-12-08
"ASUSTek COMPUTER INC",AUS,2015-12-21
"Synthetel Corporation",STQ,2015-12-21
"HP Inc.",HPN,2015-12-21
"MicroTechnica Co.,Ltd.",MTJ,2016-01-04
"Gechic Corporation",GEC,2016-01-04
"MPL AG, Elektronik-Unternehmen",MEU,2016-01-15
"Display Solution AG",DSA,2016-02-03
"UEFI Forum",PRP,2016-02-03
"Taitex Corporation",TTX,2016-02-03
"EchoStar Corporation",ECH,2016-02-26
"TCL Corporation",TOL,2016-03-30
"ADDER TECHNOLOGY LTD",ADZ,2016-03-30
"HKC OVERSEAS LIMITED",HKC,2016-03-30
"KEYENCE CORPORATION",KYN,2016-03-30
"TETRADYNE CO., LTD.",TET,2016-04-27
"Abaco Systems, Inc.",ABS,2016-04-27
"Meta Company",MVN,2016-05-25
"Eizo Rugged Solutions",ERS,2016-05-25
"VersaLogic Corporation",VLC,2016-05-25
"CYPRESS SEMICONDUCTOR CORPORATION",CYP,2016-05-25
"MILDEF AB",MDF,2016-06-23
"FOVE INC",FOV,2016-07-01
INNES,NES,2016-07-01
"Hoffmann + Krippner GmbH",HUK,2016-07-01
"Axell Corporation",AXE,2016-08-03
UltiMachine,UMT,2016-08-11
"TPK Holding Co., Ltd",KPT,2016-08-16
"AAEON Technology Inc.",AAN,2016-09-01
"Six15 Technologies",TDG,2016-09-14
"Inlife-Handnet Co., Ltd.",IVR,2017-01-19
"VR Technology Holdings Limited",DSJ,2017-01-19
"Pimax Tech. CO., LTD",PVR,2017-02-07
"Total Vision LTD",TVL,2017-02-07
"Shanghai Lexiang Technology Limited",DPN,2017-02-07
"Black Box Corporation",BBX,2017-02-28
"TRAPEZE GROUP",TRP,2017-02-28
"Pabian Embedded Systems",PMS,2017-02-28
"Televic Conference",TCF,2017-02-28
"Shanghai Chai Ming Huang Info&Tech Co, Ltd",HYL,2017-02-28
"Techlogix Networx",TLN,2017-02-28
"G2TOUCH KOREA",GGT,2017-05-25
"MediCapture, Inc.",MVR,2017-05-25
"HOYA Corporation PENTAX Lifecare Division",PNT,2017-05-25
"christmann informationstechnik + medien GmbH & Co. KG",CHR,2017-05-25
